,accounts,ch,chamber,id,name,party,screen_name,state,type
44,"{'office': [{'id': 2964949642, 'id_str': '2964949642', 'screen_name': 'RepMcSally'}], 'campaign': [{'id': 482450423, 'id_str': '482450423', 'screen_name': 'MarthaMcSally'}], 'index': 30}",yes,house,"{'bioguide': 'M001197', 'govtrack': 412611}",Martha McSally,R,MarthaMcSally,AZ,member
45,"{'office': [{'id': 240760644, 'id_str': '240760644', 'screen_name': 'RepGosar'}], 'index': 31}",no,house,"{'bioguide': 'G000565', 'govtrack': 412397}",Paul Gosar,R,RepGosar,AZ,member
46,"{'office': [{'id': 28602948, 'id_str': '28602948', 'screen_name': 'RepRaulGrijalva'}], 'campaign': [{'id': 135623073, 'id_str': '135623073', 'screen_name': 'standwithraul'}], 'index': 32}",no,house,"{'bioguide': 'G000551', 'govtrack': 400162}",Raúl Grijalva,D,RepRaulGrijalva,AZ,member
47,"{'office': [{'id': 28602948, 'id_str': '28602948', 'screen_name': 'RepRaulGrijalva'}], 'campaign': [{'id': 135623073, 'id_str': '135623073', 'screen_name': 'standwithraul'}], 'index': 32}",yes,house,"{'bioguide': 'G000551', 'govtrack': 400162}",Raúl Grijalva,D,standwithraul,AZ,member
48,"{'office': [{'id': 2966570782, 'id_str': '2966570782', 'screen_name': 'RepRubenGallego'}], 'campaign': [{'id': 69066533, 'id_str': '69066533', 'screen_name': 'petegallego'}], 'index': 33}",no,house,"{'bioguide': 'G000574', 'govtrack': 412612}",Ruben Gallego,D,RepRubenGallego,AZ,member
49,"{'office': [{'id': 2966570782, 'id_str': '2966570782', 'screen_name': 'RepRubenGallego'}], 'campaign': [{'id': 69066533, 'id_str': '69066533', 'screen_name': 'petegallego'}], 'index': 33}",yes,house,"{'bioguide': 'G000574', 'govtrack': 412612}",Ruben Gallego,D,petegallego,AZ,member
50,"{'office': [{'id': 808416682972770300, 'id_str': '808416682972770304', 'screen_name': 'RepOHalleran'}], 'index': 34}",no,house,"{'bioguide': 'O000171', 'govtrack': 412682}",Tom O'Halleran,D,RepOHalleran,AZ,member
51,"{'office': [{'id': 24773493, 'id_str': '24773493', 'screen_name': 'RepTrentFranks'}], 'index': 35}",no,house,"{'bioguide': 'F000448', 'govtrack': 400141}",Trent Franks,R,RepTrentFranks,AZ,member
52,"{'office': [{'id': 29501253, 'id_str': '29501253', 'screen_name': 'RepAdamSchiff'}], 'campaign': [{'id': 133028836, 'id_str': '133028836', 'screen_name': 'AdamSchiffCA'}], 'index': 36}",no,house,"{'bioguide': 'S001150', 'govtrack': 400361}",Adam Schiff,D,RepAdamSchiff,CA,member
53,"{'office': [{'id': 29501253, 'id_str': '29501253', 'screen_name': 'RepAdamSchiff'}], 'campaign': [{'id': 133028836, 'id_str': '133028836', 'screen_name': 'AdamSchiffCA'}], 'index': 36}",yes,house,"{'bioguide': 'S001150', 'govtrack': 400361}",Adam Schiff,D,AdamSchiffCA,CA,member
54,"{'office': [{'id': 1055730738, 'id_str': '1055730738', 'screen_name': 'RepLowenthal'}], 'index': 37}",no,house,"{'bioguide': 'L000579', 'govtrack': 412521}",Alan Lowenthal,D,RepLowenthal,CA,member
