,accounts,chamber,id,name,party,state,type
317,"{'office': [{'id': 40302336, 'id_str': '40302336', 'screen_name': 'RepJerryNadler'}], 'campaign': [{'id': 408816873, 'id_str': '408816873', 'screen_name': 'JerryNadler'}]}",house,"{'bioguide': 'N000002', 'govtrack': 400289}",Jerrold Nadler,D,NY,member
318,"{'office': [{'id': 815931811348017200, 'id_str': '815931811348017152', 'screen_name': 'RepJohnFaso'}], 'campaign': [{'id': 3374540505, 'id_str': '3374540505', 'screen_name': 'JohnFasoNy'}]}",house,"{'bioguide': 'F000464', 'govtrack': 412719}",John Faso,R,NY,member
319,"{'office': [{'id': 2966765501, 'id_str': '2966765501', 'screen_name': 'RepJohnKatko'}]}",house,"{'bioguide': 'K000386', 'govtrack': 412649}",John Katko,R,NY,member
320,"{'office': [{'id': 111635980, 'id_str': '111635980', 'screen_name': 'repjoecrowley'}], 'campaign': [{'id': 747248021889499100, 'id_str': '747248021889499141', 'screen_name': 'JoeCrowleyNY'}]}",house,"{'bioguide': 'C001038', 'govtrack': 400087}",Joseph Crowley,D,NY,member
321,"{'office': [{'id': 33563161, 'id_str': '33563161', 'screen_name': 'RepJoseSerrano'}], 'campaign': [{'id': 755205760641077200, 'id_str': '755205760641077248', 'screen_name': 'serranocongress'}]}",house,"{'bioguide': 'S000248', 'govtrack': 400366}",José E. Serrano,D,NY,member
322,"{'office': [{'id': 2970462034, 'id_str': '2970462034', 'screen_name': 'RepKathleenRice'}]}",house,"{'bioguide': 'R000602', 'govtrack': 412647}",Kathleen Rice,D,NY,member
323,"{'office': [{'id': 2750127259, 'id_str': '2750127259', 'screen_name': 'RepLeeZeldin'}], 'campaign': [{'id': 15874918, 'id_str': '15874918', 'screen_name': 'leezeldin'}]}",house,"{'bioguide': 'Z000017', 'govtrack': 412646}",Lee Zeldin,R,NY,member
324,"{'office': [{'id': 63169388, 'id_str': '63169388', 'screen_name': 'louiseslaughter'}], 'campaign': [{'id': 454016836, 'id_str': '454016836', 'screen_name': 'VoteLouiseNY'}]}",house,"{'bioguide': 'S000480', 'govtrack': 400378}",Louise Slaughter,D,NY,member
325,"{'office': [{'id': 221792092, 'id_str': '221792092', 'screen_name': 'NitaLowey'}], 'campaign': [{'id': 733010480, 'id_str': '733010480', 'screen_name': 'Lowey4Congress'}]}",house,"{'bioguide': 'L000480', 'govtrack': 400246}",Nita Lowey,D,NY,member
326,"{'office': [{'id': 164369297, 'id_str': '164369297', 'screen_name': 'NydiaVelazquez'}], 'campaign': [{'id': 721127537674489900, 'id_str': '721127537674489856', 'screen_name': 'ReElectNydia'}]}",house,"{'bioguide': 'V000081', 'govtrack': 400416}",Nydia Velázquez,D,NY,member
327,"{'office': [{'id': 84119348, 'id_str': '84119348', 'screen_name': 'RepPaulTonko'}], 'campaign': [{'id': 153865861, 'id_str': '153865861', 'screen_name': 'Tonko4Congress'}]}",house,"{'bioguide': 'T000469', 'govtrack': 412319}",Paul Tonko,D,NY,member
328,"{'office': [{'id': 18277655, 'id_str': '18277655', 'screen_name': 'RepPeteKing'}], 'campaign': [{'id': 1630397408, 'id_str': '1630397408', 'screen_name': 'congpeteking'}]}",house,"{'bioguide': 'K000210', 'govtrack': 400219}",Peter T. King,R,NY,member
329,"{'office': [{'id': 1072467470, 'id_str': '1072467470', 'screen_name': 'RepSeanMaloney'}], 'campaign': [{'id': 26283468, 'id_str': '26283468', 'screen_name': 'spmaloney'}]}",house,"{'bioguide': 'M001185', 'govtrack': 412562}",Sean Maloney,D,NY,member
330,"{'office': [{'id': 816705409486618600, 'id_str': '816705409486618624', 'screen_name': 'RepTomSuozzi'}], 'campaign': [{'id': 18907639, 'id_str': '18907639', 'screen_name': 'Tom_Suozzi'}]}",house,"{'bioguide': 'S001201', 'govtrack': 412717}",Thomas Suozzi,D,NY,member
331,"{'office': [{'id': 252819323, 'id_str': '252819323', 'screen_name': 'RepTomReed'}], 'campaign': [{'id': 63073834, 'id_str': '63073834', 'screen_name': 'TomReedCongress'}]}",house,"{'bioguide': 'R000585', 'govtrack': 412393}",Tom Reed,R,NY,member
332,"{'office': [{'id': 240812994, 'id_str': '240812994', 'screen_name': 'RepYvetteClarke'}]}",house,"{'bioguide': 'C001067', 'govtrack': 412221}",Yvette Clarke,D,NY,member
333,"{'office': [{'id': 211530910, 'id_str': '211530910', 'screen_name': 'RepBillJohnson'}]}",house,"{'bioguide': 'J000292', 'govtrack': 412460}",Bill Johnson,R,OH,member
334,"{'office': [{'id': 234822928, 'id_str': '234822928', 'screen_name': 'RepBobGibbs'}], 'campaign': [{'id': 77839894, 'id_str': '77839894', 'screen_name': 'Bob_Gibbs'}]}",house,"{'bioguide': 'G000563', 'govtrack': 412463}",Bob Gibbs,R,OH,member
335,"{'office': [{'id': 15394954, 'id_str': '15394954', 'screen_name': 'boblatta'}], 'campaign': [{'id': 93575832, 'id_str': '93575832', 'screen_name': 'latta4congress'}]}",house,"{'bioguide': 'L000566', 'govtrack': 412256}",Bob Latta,R,OH,member
336,"{'office': [{'id': 518644221, 'id_str': '518644221', 'screen_name': 'RepBradWenstrup'}], 'campaign': [{'id': 313719282, 'id_str': '313719282', 'screen_name': 'bradwenstrup'}]}",house,"{'bioguide': 'W000815', 'govtrack': 412564}",Brad Wenstrup,R,OH,member
337,"{'office': [{'id': 976969338, 'id_str': '976969338', 'screen_name': 'RepDaveJoyce'}], 'campaign': [{'id': 727242919, 'id_str': '727242919', 'screen_name': 'DaveJoyceOH14'}]}",house,"{'bioguide': 'J000295', 'govtrack': 412566}",David Joyce,R,OH,member
338,"{'office': [{'id': 18166778, 'id_str': '18166778', 'screen_name': 'Jim_Jordan'}]}",house,"{'bioguide': 'J000289', 'govtrack': 412226}",Jim Jordan,R,OH,member
339,"{'office': [{'id': 236916916, 'id_str': '236916916', 'screen_name': 'RepJimRenacci'}], 'campaign': [{'id': 2337241560, 'id_str': '2337241560', 'screen_name': 'JimRenacci'}]}",house,"{'bioguide': 'R000586', 'govtrack': 412462}",Jim Renacci,R,OH,member
340,"{'office': [{'id': 1531521632, 'id_str': '1531521632', 'screen_name': 'RepBeatty'}], 'campaign': [{'id': 582070020, 'id_str': '582070020', 'screen_name': 'JoyceBeatty'}]}",house,"{'bioguide': 'B001281', 'govtrack': 412565}",Joyce Beatty,D,OH,member
341,"{'office': [{'id': 153486399, 'id_str': '153486399', 'screen_name': 'RepMarciaFudge'}]}",house,"{'bioguide': 'F000455', 'govtrack': 412327}",Marcia Fudge,D,OH,member
342,"{'office': [{'id': 581141508, 'id_str': '581141508', 'screen_name': 'RepMarcyKaptur'}], 'campaign': [{'id': 480872337, 'id_str': '480872337', 'screen_name': 'Marcy_Kaptur'}]}",house,"{'bioguide': 'K000009', 'govtrack': 400211}",Marcy Kaptur,D,OH,member
343,"{'office': [{'id': 51228911, 'id_str': '51228911', 'screen_name': 'RepMikeTurner'}], 'campaign': [{'id': 380498919, 'id_str': '380498919', 'screen_name': 'MikeTurnerOH'}]}",house,"{'bioguide': 'T000463', 'govtrack': 400411}",Mike Turner,R,OH,member
344,"{'office': [{'id': 912608010, 'id_str': '912608010', 'screen_name': 'PatTiberi'}], 'campaign': [{'id': 114749081, 'id_str': '114749081', 'screen_name': 'TeamTiberi'}]}",house,"{'bioguide': 'T000462', 'govtrack': 400406}",Pat Tiberi,R,OH,member
345,"{'office': [{'id': 237750442, 'id_str': '237750442', 'screen_name': 'RepSteveChabot'}], 'campaign': [{'id': 23775782, 'id_str': '23775782', 'screen_name': 'SteveChabot'}]}",house,"{'bioguide': 'C000266', 'govtrack': 400071}",Steve Chabot,R,OH,member
346,"{'office': [{'id': 211420609, 'id_str': '211420609', 'screen_name': 'RepSteveStivers'}], 'campaign': [{'id': 59536644, 'id_str': '59536644', 'screen_name': 'stevestivers'}]}",house,"{'bioguide': 'S001187', 'govtrack': 412461}",Steve Stivers,R,OH,member
347,"{'office': [{'id': 13491312, 'id_str': '13491312', 'screen_name': 'RepTimRyan'}]}",house,"{'bioguide': 'R000577', 'govtrack': 400352}",Tim Ryan,D,OH,member
348,"{'office': [{'id': 742735530287304700, 'id_str': '742735530287304704', 'screen_name': 'WarrenDavidson'}], 'campaign': [{'id': 4624539143, 'id_str': '4624539143', 'screen_name': 'Vote_Davidson'}]}",house,"{'bioguide': 'D000626', 'govtrack': 412675}",Warren Davidson,R,OH,member
349,"{'office': [{'id': 242772524, 'id_str': '242772524', 'screen_name': 'RepFrankLucas'}], 'campaign': [{'id': 389017497, 'id_str': '389017497', 'screen_name': 'FrankDLucas'}]}",house,"{'bioguide': 'L000491', 'govtrack': 400247}",Frank Lucas,R,OK,member
350,"{'office': [{'id': 1092757885, 'id_str': '1092757885', 'screen_name': 'RepJBridenstine'}], 'campaign': [{'id': 370828662, 'id_str': '370828662', 'screen_name': 'Bridenstine4OK'}]}",house,"{'bioguide': 'B001283', 'govtrack': 412567}",Jim Bridenstine,R,OK,member
351,"{'office': [{'id': 1060370282, 'id_str': '1060370282', 'screen_name': 'RepMullin'}], 'campaign': [{'id': 366304362, 'id_str': '366304362', 'screen_name': 'MarkwayneMullin'}]}",house,"{'bioguide': 'M001190', 'govtrack': 412568}",Markwayne Mullin,R,OK,member
352,"{'office': [{'id': 2966758114, 'id_str': '2966758114', 'screen_name': 'RepRussell'}], 'campaign': [{'id': 2364258930, 'id_str': '2364258930', 'screen_name': 'SteveRussellOK'}]}",house,"{'bioguide': 'R000604', 'govtrack': 412650}",Steve Russell,R,OK,member
353,"{'office': [{'id': 23124635, 'id_str': '23124635', 'screen_name': 'TomColeOK04'}], 'campaign': [{'id': 57438769, 'id_str': '57438769', 'screen_name': 'ColeForCongress'}]}",house,"{'bioguide': 'C001053', 'govtrack': 400077}",Tom Cole,R,OK,member
354,"{'office': [{'id': 137823987, 'id_str': '137823987', 'screen_name': 'BlumenauerMedia'}], 'campaign': [{'id': 15954997, 'id_str': '15954997', 'screen_name': 'repblumenauer'}]}",house,"{'bioguide': 'B000574', 'govtrack': 400033}",Earl Blumenauer,D,OR,member
355,"{'office': [{'id': 32010840, 'id_str': '32010840', 'screen_name': 'repgregwalden'}], 'campaign': [{'id': 180564322, 'id_str': '180564322', 'screen_name': 'votegregwalden'}]}",house,"{'bioguide': 'W000791', 'govtrack': 400419}",Greg Walden,R,OR,member
356,"{'office': [{'id': 20545793, 'id_str': '20545793', 'screen_name': 'RepSchrader'}]}",house,"{'bioguide': 'S001180', 'govtrack': 412315}",Kurt Schrader,D,OR,member
357,"{'office': [{'id': 252249233, 'id_str': '252249233', 'screen_name': 'RepPeterDeFazio'}], 'campaign': [{'id': 195115786, 'id_str': '195115786', 'screen_name': 'DeFazio4Oregon'}]}",house,"{'bioguide': 'D000191', 'govtrack': 400100}",Peter DeFazio,D,OR,member
358,"{'office': [{'id': 558769636, 'id_str': '558769636', 'screen_name': 'RepBonamici'}]}",house,"{'bioguide': 'B001278', 'govtrack': 412501}",Suzanne Bonamici,D,OR,member
359,"{'office': [{'id': 22527499, 'id_str': '22527499', 'screen_name': 'RepBillShuster'}], 'campaign': [{'id': 845746171, 'id_str': '845746171', 'screen_name': 'ShusterForPA9'}]}",house,"{'bioguide': 'S001154', 'govtrack': 409888}",Bill Shuster,R,PA,member
360,"{'office': [{'id': 148453195, 'id_str': '148453195', 'screen_name': 'RepBrady'}], 'campaign': [{'id': 496479814, 'id_str': '496479814', 'screen_name': 'BradyforPhilly'}]}",house,"{'bioguide': 'B001227', 'govtrack': 400047}",Bob Brady,D,PA,member
361,"{'office': [{'id': 4304448314, 'id_str': '4304448314', 'screen_name': 'CongBoyle'}], 'campaign': [{'id': 231108733, 'id_str': '231108733', 'screen_name': 'RepBrendanBoyle'}]}",house,"{'bioguide': 'B001296', 'govtrack': 412652}",Brendan Boyle,D,PA,member
362,"{'office': [{'id': 816303263586914300, 'id_str': '816303263586914304', 'screen_name': 'RepBrianFitz'}], 'campaign': [{'id': 4905487413, 'id_str': '4905487413', 'screen_name': 'BrianFitzUSA'}]}",house,"{'bioguide': 'F000466', 'govtrack': 412721}",Brian Fitzpatrick,R,PA,member
363,"{'office': [{'id': 242376736, 'id_str': '242376736', 'screen_name': 'RepCharlieDent'}], 'campaign': [{'id': 132204008, 'id_str': '132204008', 'screen_name': 'DentforCongress'}]}",house,"{'bioguide': 'D000604', 'govtrack': 400648}",Charlie Dent,R,PA,member
364,"{'office': [{'id': 90639372, 'id_str': '90639372', 'screen_name': 'RepDwightEvans'}]}",house,"{'bioguide': 'E000296', 'govtrack': 412677}",Dwight Evans,D,PA,member
365,"{'office': [{'id': 18967498, 'id_str': '18967498', 'screen_name': 'CongressmanGT'}], 'campaign': [{'id': 304138251, 'id_str': '304138251', 'screen_name': 'GT_TeamGT'}]}",house,"{'bioguide': 'T000467', 'govtrack': 412317}",Glenn Thompson,R,PA,member
366,"{'office': [{'id': 1155212191, 'id_str': '1155212191', 'screen_name': 'KeithRothfus'}]}",house,"{'bioguide': 'R000598', 'govtrack': 412570}",Keith Rothfus,R,PA,member
367,"{'office': [{'id': 41417564, 'id_str': '41417564', 'screen_name': 'RepSmucker'}], 'campaign': [{'id': 4212470319, 'id_str': '4212470319', 'screen_name': 'ElectSmucker'}]}",house,"{'bioguide': 'S001199', 'govtrack': 412722}",Lloyd Smucker,R,PA,member
368,"{'office': [{'id': 239871673, 'id_str': '239871673', 'screen_name': 'RepLouBarletta'}], 'campaign': [{'id': 93965901, 'id_str': '93965901', 'screen_name': 'loubarletta'}]}",house,"{'bioguide': 'B001269', 'govtrack': 412469}",Lou Barletta,R,PA,member
369,"{'office': [{'id': 776664410, 'id_str': '776664410', 'screen_name': 'RepCartwright'}], 'campaign': [{'id': 472315803, 'id_str': '472315803', 'screen_name': 'CartwrightPA'}]}",house,"{'bioguide': 'C001090', 'govtrack': 412571}",Matt Cartwright,D,PA,member
370,"{'office': [{'id': 39249305, 'id_str': '39249305', 'screen_name': 'USRepMikeDoyle'}]}",house,"{'bioguide': 'D000482', 'govtrack': 400114}",Michael F. Doyle,D,PA,member
371,"{'office': [{'id': 935368364, 'id_str': '935368364', 'screen_name': 'MikeKellyPA'}], 'campaign': [{'id': 113763245, 'id_str': '113763245', 'screen_name': 'MikeKellyforPA3'}]}",house,"{'bioguide': 'K000376', 'govtrack': 412465}",Mike Kelly,R,PA,member
372,"{'office': [{'id': 248850174, 'id_str': '248850174', 'screen_name': 'RepMeehan'}], 'campaign': [{'id': 103868633, 'id_str': '103868633', 'screen_name': 'PatMeehanPA'}]}",house,"{'bioguide': 'M001181', 'govtrack': 412466}",Pat Meehan,R,PA,member
373,"{'office': [{'id': 2953922782, 'id_str': '2953922782', 'screen_name': 'RepRyanCostello'}], 'campaign': [{'id': 2279592954, 'id_str': '2279592954', 'screen_name': 'RyanACostello'}]}",house,"{'bioguide': 'C001106', 'govtrack': 412651}",Ryan Costello,R,PA,member
374,"{'office': [{'id': 18773159, 'id_str': '18773159', 'screen_name': 'RepScottPerry'}]}",house,"{'bioguide': 'P000605', 'govtrack': 412569}",Scott Perry,R,PA,member
375,"{'office': [{'id': 117777832, 'id_str': '117777832', 'screen_name': 'RepTimMurphy'}], 'campaign': [{'id': 130929441, 'id_str': '130929441', 'screen_name': 'TimMurphyPA'}]}",house,"{'bioguide': 'M001151', 'govtrack': 400285}",Tim Murphy,R,PA,member
376,"{'office': [{'id': 240363117, 'id_str': '240363117', 'screen_name': 'RepTomMarino'}], 'campaign': [{'id': 116604329, 'id_str': '116604329', 'screen_name': 'Marino4Congress'}]}",house,"{'bioguide': 'M001179', 'govtrack': 412468}",Tom Marino,R,PA,member
377,"{'office': [{'id': 819744763020775400, 'id_str': '819744763020775425', 'screen_name': 'RepJenniffer'}]}",house,"{'bioguide': 'G000582', 'govtrack': 412723}",Jenniffer González,R,PR,member
378,"{'office': [{'id': 462143773, 'id_str': '462143773', 'screen_name': 'RepCicilline'}], 'campaign': [{'id': 23593446, 'id_str': '23593446', 'screen_name': 'davidcicilline'}]}",house,"{'bioguide': 'C001084', 'govtrack': 412470}",David Cicilline,D,RI,member
379,"{'office': [{'id': 18909919, 'id_str': '18909919', 'screen_name': 'JimLangevin'}], 'campaign': [{'id': 155654527, 'id_str': '155654527', 'screen_name': 'LangevinForRI'}]}",house,"{'bioguide': 'L000559', 'govtrack': 400230}",Jim Langevin,D,RI,member
380,"{'office': [{'id': 240393970, 'id_str': '240393970', 'screen_name': 'RepJeffDuncan'}], 'campaign': [{'id': 21048033, 'id_str': '21048033', 'screen_name': 'Duncan4Congress'}]}",house,"{'bioguide': 'D000615', 'govtrack': 412472}",Jeff Duncan,R,SC,member
381,"{'office': [{'id': 188019606, 'id_str': '188019606', 'screen_name': 'Clyburn'}], 'campaign': [{'id': 2389877058, 'id_str': '2389877058', 'screen_name': 'ClyburnSC06'}]}",house,"{'bioguide': 'C000537', 'govtrack': 400075}",Jim Clyburn,D,SC,member
382,"{'office': [{'id': 254082173, 'id_str': '254082173', 'screen_name': 'RepJoeWilson'}], 'campaign': [{'id': 15116570, 'id_str': '15116570', 'screen_name': 'CongJoeWilson'}]}",house,"{'bioguide': 'W000795', 'govtrack': 400433}",Joe Wilson,R,SC,member
383,"{'office': [{'id': 1499993378, 'id_str': '1499993378', 'screen_name': 'RepSanfordSC'}], 'campaign': [{'id': 28423263, 'id_str': '28423263', 'screen_name': 'MarkSanford'}]}",house,"{'bioguide': 'S000051', 'govtrack': 400607}",Mark Sanford,R,SC,member
384,"{'campaign': [{'id': 61886317, 'id_str': '61886317', 'screen_name': 'RalphNorman'}], 'office': []}",house,"{'bioguide': 'N000190', 'govtrack': 0}",Ralph Norman,R,SC,member
385,"{'office': [{'id': 1058345042, 'id_str': '1058345042', 'screen_name': 'RepTomRice'}], 'campaign': [{'id': 720672102, 'id_str': '720672102', 'screen_name': 'TomRiceSC7'}]}",house,"{'bioguide': 'R000597', 'govtrack': 412572}",Tom Rice,R,SC,member
386,"{'office': [{'id': 237348797, 'id_str': '237348797', 'screen_name': 'TGowdySC'}], 'campaign': [{'id': 4807137388, 'id_str': '4807137388', 'screen_name': 'gowdy4congress'}]}",house,"{'bioguide': 'G000566', 'govtrack': 412473}",Trey Gowdy,R,SC,member
387,"{'office': [{'id': 235251868, 'id_str': '235251868', 'screen_name': 'RepKristiNoem'}], 'campaign': [{'id': 114388293, 'id_str': '114388293', 'screen_name': 'KristiNoem'}]}",house,"{'bioguide': 'N000184', 'govtrack': 412475}",Kristi Noem,R,SD,member
388,"{'office': [{'id': 235190657, 'id_str': '235190657', 'screen_name': 'RepChuck'}], 'campaign': [{'id': 50036176, 'id_str': '50036176', 'screen_name': 'chuck4congress'}]}",house,"{'bioguide': 'F000459', 'govtrack': 412476}",Chuck Fleischmann,R,TN,member
389,"{'office': [{'id': 816012124505931800, 'id_str': '816012124505931780', 'screen_name': 'repdavidkustoff'}], 'campaign': [{'id': 317386234, 'id_str': '317386234', 'screen_name': 'DavidKustoff'}]}",house,"{'bioguide': 'K000392', 'govtrack': 412724}",David Kustoff,R,TN,member
390,"{'office': [{'id': 110545675, 'id_str': '110545675', 'screen_name': 'RepDianeBlack'}], 'campaign': [{'id': 3303026415, 'id_str': '3303026415', 'screen_name': 'votedianeblack'}]}",house,"{'bioguide': 'B001273', 'govtrack': 412478}",Diane Black,R,TN,member
391,"{'office': [{'id': 22523087, 'id_str': '22523087', 'screen_name': 'repjimcooper'}]}",house,"{'bioguide': 'C000754', 'govtrack': 400081}",Jim Cooper,D,TN,member
392,"{'office': [{'id': 1883356866, 'id_str': '1883356866', 'screen_name': 'RepJohnDuncanJr'}]}",house,"{'bioguide': 'D000533', 'govtrack': 400116}",Jimmy Duncan,R,TN,member
393,"{'office': [{'id': 278145569, 'id_str': '278145569', 'screen_name': 'MarshaBlackburn'}], 'campaign': [{'id': 63150856, 'id_str': '63150856', 'screen_name': 'VoteMarsha'}]}",house,"{'bioguide': 'B001243', 'govtrack': 400032}",Marsha Blackburn,R,TN,member
394,"{'office': [{'id': 52503751, 'id_str': '52503751', 'screen_name': 'DrPhilRoe'}]}",house,"{'bioguide': 'R000582', 'govtrack': 412310}",Phil Roe,R,TN,member
395,"{'office': [{'id': 235312723, 'id_str': '235312723', 'screen_name': 'DesJarlaisTN04'}]}",house,"{'bioguide': 'D000616', 'govtrack': 412477}",Scott DesJarlais,R,TN,member
396,"{'office': [{'id': 162069635, 'id_str': '162069635', 'screen_name': 'RepCohen'}], 'campaign': [{'id': 34884583, 'id_str': '34884583', 'screen_name': 'ReElectCohen'}]}",house,"{'bioguide': 'C001068', 'govtrack': 412236}",Steve Cohen,D,TN,member
397,"{'office': [{'id': 156333623, 'id_str': '156333623', 'screen_name': 'RepAlGreen'}, {'id': 327625079, 'id_str': '327625079', 'screen_name': 'RepAlGreenTX'}]}",house,"{'bioguide': 'G000553', 'govtrack': 400653}",Al Green,D,TX,member
398,"{'office': [{'id': 1134292500, 'id_str': '1134292500', 'screen_name': 'RepBetoORourke'}], 'campaign': [{'id': 342863309, 'id_str': '342863309', 'screen_name': 'BetoORourke'}]}",house,"{'bioguide': 'O000170', 'govtrack': 412575}",Beto O'Rourke,D,TX,member
399,"{'office': [{'id': 237312687, 'id_str': '237312687', 'screen_name': 'RepBillFlores'}], 'campaign': [{'id': 97171189, 'id_str': '97171189', 'screen_name': 'Flores4Congress'}]}",house,"{'bioguide': 'F000461', 'govtrack': 412480}",Bill Flores,R,TX,member
400,"{'office': [{'id': 17896154, 'id_str': '17896154', 'screen_name': 'farenthold'}], 'campaign': [{'id': 92528463, 'id_str': '92528463', 'screen_name': 'Elect_Blake'}]}",house,"{'bioguide': 'F000460', 'govtrack': 412482}",Blake Farenthold,R,TX,member
401,"{'office': [{'id': 2929491549, 'id_str': '2929491549', 'screen_name': 'RepBrianBabin'}], 'campaign': [{'id': 2249022318, 'id_str': '2249022318', 'screen_name': 'Babin4Congress'}]}",house,"{'bioguide': 'B001291', 'govtrack': 412655}",Brian Babin,R,TX,member
402,"{'office': [{'id': 168502762, 'id_str': '168502762', 'screen_name': 'RepEBJ'}]}",house,"{'bioguide': 'J000126', 'govtrack': 400204}",Eddie Bernice Johnson,D,TX,member
403,"{'office': [{'id': 1083448909, 'id_str': '1083448909', 'screen_name': 'RepFilemonVela'}]}",house,"{'bioguide': 'V000132', 'govtrack': 412580}",Filemon Vela,D,TX,member
404,"{'office': [{'id': 111635527, 'id_str': '111635527', 'screen_name': 'RepGeneGreen'}], 'campaign': [{'id': 4615689368, 'id_str': '4615689368', 'screen_name': 'GeneGreen29'}]}",house,"{'bioguide': 'G000410', 'govtrack': 400160}",Gene Green,D,TX,member
405,"{'office': [{'id': 210926192, 'id_str': '210926192', 'screen_name': 'RepCuellar'}]}",house,"{'bioguide': 'C001063', 'govtrack': 400657}",Henry Cuellar,D,TX,member
406,"{'office': [{'id': 18566912, 'id_str': '18566912', 'screen_name': 'RepHensarling'}], 'campaign': [{'id': 837057216230355000, 'id_str': '837057216230354949', 'screen_name': 'JebHensarling'}]}",house,"{'bioguide': 'H001036', 'govtrack': 400175}",Jeb Hensarling,R,TX,member
407,"{'office': [{'id': 231510077, 'id_str': '231510077', 'screen_name': 'JoaquinCastrotx'}], 'campaign': [{'id': 323440720, 'id_str': '323440720', 'screen_name': 'Castro4Congress'}]}",house,"{'bioguide': 'C001091', 'govtrack': 412576}",Joaquin Castro,D,TX,member
408,"{'office': [{'id': 816284664658874400, 'id_str': '816284664658874368', 'screen_name': 'RepArrington'}], 'campaign': [{'id': 3609064098, 'id_str': '3609064098', 'screen_name': 'JodeyArrington'}]}",house,"{'bioguide': 'A000375', 'govtrack': 412726}",Jodey Arrington,R,TX,member
409,"{'office': [{'id': 19929362, 'id_str': '19929362', 'screen_name': 'RepJoeBarton'}], 'campaign': [{'id': 481557101, 'id_str': '481557101', 'screen_name': 'Barton4Congress'}]}",house,"{'bioguide': 'B000213', 'govtrack': 400018}",Joe Barton,R,TX,member
410,"{'office': [{'id': 18030431, 'id_str': '18030431', 'screen_name': 'JudgeCarter'}], 'campaign': [{'id': 404355121, 'id_str': '404355121', 'screen_name': 'JudgeJohnCarter'}, {'id': 81139286, 'id_str': '81139286', 'screen_name': 'RepJohnCarter'}]}",house,"{'bioguide': 'C001051', 'govtrack': 400068}",John Carter,R,TX,member
411,"{'office': [{'id': 24183358, 'id_str': '24183358', 'screen_name': 'CongCulberson'}], 'campaign': [{'id': 14904437, 'id_str': '14904437', 'screen_name': 'johnculberson'}]}",house,"{'bioguide': 'C001048', 'govtrack': 400089}",John Culberson,R,TX,member
412,"{'office': [{'id': 2847221717, 'id_str': '2847221717', 'screen_name': 'RepRatcliffe'}], 'campaign': [{'id': 2196360306, 'id_str': '2196360306', 'screen_name': 'RatcliffeTX4'}]}",house,"{'bioguide': 'R000601', 'govtrack': 412653}",John Ratcliffe,R,TX,member
413,"{'office': [{'id': 161743731, 'id_str': '161743731', 'screen_name': 'RepKayGranger'}], 'campaign': [{'id': 3644923701, 'id_str': '3644923701', 'screen_name': 'kay_granger'}]}",house,"{'bioguide': 'G000377', 'govtrack': 400157}",Kay Granger,R,TX,member
414,"{'office': [{'id': 23976316, 'id_str': '23976316', 'screen_name': 'RepKenMarchant'}], 'campaign': [{'id': 93443168, 'id_str': '93443168', 'screen_name': 'MarchantforTX24'}]}",house,"{'bioguide': 'M001158', 'govtrack': 400656}",Kenny Marchant,R,TX,member
415,"{'office': [{'id': 19926675, 'id_str': '19926675', 'screen_name': 'RepKevinBrady'}], 'campaign': [{'id': 570005456, 'id_str': '570005456', 'screen_name': 'bradyfortexas'}]}",house,"{'bioguide': 'B000755', 'govtrack': 400046}",Kevin Brady,R,TX,member
416,"{'office': [{'id': 15856366, 'id_str': '15856366', 'screen_name': 'LamarSmithTX21'}], 'campaign': [{'id': 1921735968, 'id_str': '1921735968', 'screen_name': 'TexansforLamar'}]}",house,"{'bioguide': 'S000583', 'govtrack': 400381}",Lamar Smith,R,TX,member
417,"{'office': [{'id': 153944899, 'id_str': '153944899', 'screen_name': 'RepLloydDoggett'}], 'campaign': [{'id': 170111219, 'id_str': '170111219', 'screen_name': 'LloydDoggettTX'}]}",house,"{'bioguide': 'D000399', 'govtrack': 400111}",Lloyd Doggett,D,TX,member
418,"{'office': [{'id': 22055226, 'id_str': '22055226', 'screen_name': 'replouiegohmert'}], 'campaign': [{'id': 4827594804, 'id_str': '4827594804', 'screen_name': 'LouieGohmertTX1'}]}",house,"{'bioguide': 'G000552', 'govtrack': 400651}",Louie Gohmert,R,TX,member
419,"{'office': [{'id': 377534571, 'id_str': '377534571', 'screen_name': 'MacTXPress'}], 'campaign': [{'id': 1137590713, 'id_str': '1137590713', 'screen_name': 'MacThornberry'}]}",house,"{'bioguide': 'T000238', 'govtrack': 400404}",Mac Thornberry,R,TX,member
420,"{'office': [{'id': 1074129612, 'id_str': '1074129612', 'screen_name': 'RepVeasey'}], 'campaign': [{'id': 20688358, 'id_str': '20688358', 'screen_name': 'MarcVeasey'}]}",house,"{'bioguide': 'V000131', 'govtrack': 412579}",Mark Veasey,D,TX,member
421,"{'office': [{'id': 15751083, 'id_str': '15751083', 'screen_name': 'michaelcburgess'}]}",house,"{'bioguide': 'B001248', 'govtrack': 400052}",Michael C. Burgess,R,TX,member
422,"{'office': [{'id': 26424123, 'id_str': '26424123', 'screen_name': 'RepMcCaul'}], 'campaign': [{'id': 743601590, 'id_str': '743601590', 'screen_name': 'McCaulforTexas'}]}",house,"{'bioguide': 'M001157', 'govtrack': 400654}",Michael McCaul,R,TX,member
423,"{'office': [{'id': 295685416, 'id_str': '295685416', 'screen_name': 'ConawayTX11'}]}",house,"{'bioguide': 'C001062', 'govtrack': 400655}",Mike Conaway,R,TX,member
